1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
420,7,220,108,135,2,56,166.56,0,0,0,1.55,9,3,134,7,4144,0,3290.52,0,4,34881,32,16,-2227.86,435,0,2079,10,0,82470,22040,610,0,9,1169,118236,32,9162,0,0,148,0,22,0,141,3276,4891,4701,1,80,1,12,10,1,5,0,44,6,1941,2,9,891,4,1045,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,7,1612,36,45,0,16,99.68,0,0,0,5.91,9,3,76,42,19024,0,2107.9,0,0,32496,0,16,1416.72,220,0,109800,28,0,20760,2396,4055,0,0,0,30912,10,0,0,0,326,25,22,0,222,3747,3478,4294,1,92,2,7,10,1,5,0,33,1301,7496,1,9,3114,4,122,1,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,0,84,156,195,2,48,166.56,0,7411620,0,0.64,18,3,62,0,1416544,0,210476.1,25,6,40028.53,40,24,102559.2,545,96,5130,-30,0,1384900,692890,0,0,9,1407,10365640,12,1038006,0,0,272,25,22,0,103,1756,3944,4392,1,28,0,2,10,1,5,0,33,136,0,0,12,1620,4,2050,1,22,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,7,1924,308,385,8,176,166.56,0,30174,0,4.16,9,3,50,210,2387704,0,33058.5,0,6,3095,56,112,-10652.84,1020,12,22419,6,0,1555405,730864,5990,0,9,738297,4079760,72,239592,0,0,30,25,22,0,74,252,583,4169,1,84,1,2,10,1,5,0,33,1548,6212,1,12,478,4,2512,1,12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3990,7,76,132,165,2,8,186.64,0,9849600,0,6.39,27,3,34,42,1382400,0,41711.7,30,0,29733.56,32,16,114930.8,1320,114,1611,10,0,1127230,106306,45,0,9,604800,10445600,10,0,0,0,47,25,22,0,74,3419,1785,3745,1,2,2,21,10,1,5,0,33,1548,7758,1,0,1859,4,4022,0,7,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,7,2136,136,170,0,112,353.84,0,5032968,0,1.6,9,3,46,35,1382400,0,202172.1,10,8,171,32,16,276756,550,60,23940,-30,0,332425,2037220,6510,0,0,0,10171360,4,2073600,0,0,74,25,22,0,102,2093,4513,1867,1,94,2,7,10,1,5,0,33,1443,680,2,12,2745,4,2500,2,20,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,7,172,128,160,4,40,253.52,0,757578,0,6.43,9,3,28,0,1628392,0,108240.9,5,4,36929.03,48,48,49541.6,575,12,12519,-30,0,3295880,344742,250,0,9,561771,4902160,32,375306,0,0,195,25,22,0,178,1399,1780,4323,1,5,1,21,5,1,5,0,18,1123,4975,2,12,179,3,3478,1,17,4,8,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1183,0,192,84,105,4,64,166.56,0,0,0,3.71,9,6,54,0,71440,0,12171.15,0,4,73929,16,32,26001.84,565,0,38187,30,0,35740,28730,0,0,0,38892,133948,14,18264,0,0,250,25,22,0,114,667,1482,3428,1,97,2,7,8,1,3,0,22,674,4857,2,0,2061,6,3078,0,9,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,0,2048,172,215,4,104,200,0,17460,0,2.57,18,3,88,0,46032,0,3234,0,14,49304.8,88,96,-23332.28,595,18,75033,-8,0,27080,16682,0,0,0,9618,110940,16,31884,0,0,9,25,12,0,3,1096,1805,813,3,23,2,18,10,2,5,0,33,1418,8362,1,12,2664,4,3899,1,7,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8078,7,172,180,225,2,64,223.44,10,6222420,0,5.49,9,3,52,196,1344112,0,21468.93,15,0,522,24,24,15208.72,1530,90,82935,-20,16,2957880,476638,495,0,9,199808,9090440,32,0,0,0,14,25,22,0,178,617,3913,2345,1,78,0,18,10,1,5,0,33,1443,9470,1,12,4275,4,1128,2,15,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1183,0,0,460,0,2,0,75.84,0,0,0,6.71,18,3,72,0,0,0,207923.38,0,0,47521.83,40,0,0,1540,0,93195,-14,0,0,0,0,0,9,131261,0,0,0,0,0,0,25,22,0,39,2370,2038,2333,1,18,2,0,10,1,5,0,33,1548,10241,1,12,2077,4,1897,4,17,2,8,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
5488,7,56,156,195,4,64,186.64,0,1086798,0,5.61,9,6,78,0,657504,0,10128.9,15,4,47265.64,40,32,-656628,4195,18,675,0,0,2876945,688334,100,0,63,621754,6122360,38,521964,0,0,85,25,19,0,203,1020,2707,4606,1,64,3,4,4,1,5,0,20,1731,4811,2,12,1694,2,1948,4,22,6,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2548,0,28,152,190,0,24,20.08,0,75702,0,3.49,9,3,38,0,4004504,0,67119.3,15,2,37947,40,48,164125.2,535,6,1620,-30,0,8741450,246256,0,0,9,0,10623040,48,82098,0,0,238,25,22,0,45,487,244,438,1,73,1,21,10,1,5,0,33,1305,0,0,12,1547,4,2618,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,7,40,132,165,2,40,259.12,0,4263444,0,1.32,9,3,68,35,1267216,0,45230.7,20,4,30328.04,32,16,231685.2,455,54,31473,-28,0,4361360,780504,35,0,9,554407,10426840,22,950412,0,0,323,25,22,0,130,3099,3808,3058,1,50,3,12,10,1,5,0,44,6,11896,2,0,4002,4,642,0,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,0,12,152,190,2,152,220.08,0,1098042,0,3.66,9,3,152,0,1401672,0,137196.9,0,12,143079.11,40,24,-149635.2,715,18,163242,6,0,1626620,2960060,0,0,18,604800,10351400,14,2545686,0,0,139,0,22,0,74,2238,1718,4659,1,54,1,11,10,1,5,0,44,788,4461,1,16,2846,4,2501,1,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,7,148,136,170,4,24,179.84,0,212868,0,3.41,27,3,52,0,5500640,0,206529,0,0,1053,32,64,125282.4,505,24,32427,4,0,8148800,518400,110,0,0,1209600,10448080,38,0,0,0,47,25,22,0,97,4252,1422,1157,1,2,1,7,10,1,5,0,33,672,12854,2,12,2342,4,1679,1,7,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
826,14,324,172,215,0,40,200,0,900,0,3.33,18,6,66,77,5057752,0,194942.7,45,8,96939,120,56,476300,395,6,16263,-30,0,1521410,208000,1180,0,9,0,7094400,34,488730,0,0,317,25,22,0,114,2241,806,322,1,31,2,7,10,1,5,0,33,1548,9389,1,12,2494,4,925,1,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,7,264,192,240,6,0,233.44,0,0,0,2.68,9,3,60,378,143896,0,5325.9,0,2,5654.48,40,104,17713.84,595,0,29097,-10,0,210010,0,6060,0,0,24766,259348,68,29088,0,0,166,25,22,0,18,4200,184,864,1,95,2,7,10,1,5,0,33,1366,6160,2,12,176,4,577,1,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9499,21,876,4644,5805,0,8,200,0,6221400,0,6.13,36,9,66,7,2336736,3,38196.3,1710,288,29277,32,5208,307730.4,6815,78,18837,4,8,4312920,78070,1385,0,18,0,10777520,20,44286,0,0,259,25,22,0,114,4251,3208,759,1,41,2,9,10,1,5,0,33,1443,8476,2,19,2548,4,1267,4,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2079,7,84,268,335,8,112,306.64,0,0,0,4.91,9,3,170,0,544424,0,4287.09,0,8,23274,72,112,6250.28,1215,0,270,4,0,743755,136828,535,0,27,189623,1194448,70,80364,0,0,5,17,22,0,144,2991,4265,1380,1,70,2,11,4,1,5,0,44,811,2348,2,12,350,4,2751,1,5,3,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,7,2896,140,175,4,24,133.12,0,5076,0,4.39,9,3,56,1505,1692544,0,64387.5,0,6,1240.18,24,40,36802.56,675,6,71001,32,0,4214235,113982,16135,0,0,570731,4520560,46,107328,0,0,148,25,22,0,98,2180,1779,4229,1,92,1,7,10,1,5,0,33,713,2177,1,12,2587,4,1195,4,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,7,636,140,175,2,8,133.12,0,6178980,0,3.7,9,3,68,28,32720,0,105314.4,40,6,7446,40,8,227691.2,515,132,58878,42,0,0,64446,2315,0,0,237594,6768480,0,688518,0,0,19,25,22,0,114,2042,4794,2086,1,65,3,7,10,1,5,0,33,672,6519,1,12,3462,4,398,1,7,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,7,100,1860,2325,0,416,286.96,0,3173442,0,4.4,9,3,36,112,599552,0,28857.81,40,2,101850,40,16,817168,7365,654,326232,-24,0,2723175,591448,3715,0,18,0,7673040,586,14808,0,0,92,25,6,0,117,3697,2559,4411,1,79,1,7,10,1,5,1,33,1305,6393,2,12,10,4,125,1,14,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,7,136,336,420,6,264,166.56,0,0,0,6.52,9,3,34,21,53240,0,4290.54,0,10,52029,56,56,29912.16,1165,0,1620,10,0,213055,94782,125,0,9,39480,419336,78,49062,0,0,233,25,22,0,210,3023,2883,1518,1,19,2,7,10,1,5,0,33,1548,12381,2,12,654,4,1085,1,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,7,64,32,40,0,0,94,0,0,0,5,18,6,40,7,16200,0,5159.61,5,8,8349,32,24,-9518.36,150,0,1737,-30,0,0,0,545,0,0,0,15328,0,10032,0,0,156,25,22,0,170,507,3283,989,1,34,3,7,8,1,5,0,22,92,10982,2,12,3925,6,1203,4,9,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,14,424,280,350,4,88,133.12,0,8106,0,0.59,18,3,58,259,1812504,0,58359.9,30,4,90,120,128,-160679.6,920,6,24228,4,0,3303590,195132,405,0,0,122297,4163360,68,301554,0,0,130,25,22,0,100,2238,3913,4659,1,54,2,7,10,2,5,0,33,713,4461,1,12,2846,4,2501,1,19,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1351,7,660,228,285,10,112,175.2,0,528132,0,4.17,36,3,108,63,1285016,0,44861.1,0,18,210657,112,104,-1172044,890,12,35370,-24,0,1348180,251358,2320,0,27,289926,3075976,38,750180,0,0,238,0,22,0,114,1372,1209,1635,1,73,1,4,10,1,5,1,44,765,425,2,12,2730,4,4204,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,7,2120,208,260,4,168,358.08,0,278370,0,0.51,45,3,208,427,1801296,9,39996.9,10,12,330102,56,72,-858416,705,36,10944,-30,40,515615,791148,225,0,27,539497,3734964,16,727590,0,14,11,28,4,0,100,2991,2194,849,1,48,2,20,4,1,5,0,48,388,8784,1,12,350,4,2751,1,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,7,276,184,230,8,128,133.12,0,0,0,5.76,9,3,48,0,2194152,0,53423.4,0,4,40563.71,32,48,199101.2,715,0,1071,-8,0,2343370,549392,335,0,0,1203034,4311040,44,360732,0,0,206,25,22,0,178,4228,1761,4031,1,39,1,7,10,1,5,0,33,672,5729,2,12,1368,4,93,1,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1890,14,760,292,365,2,64,220.08,0,5290752,0,2.38,18,6,40,511,2180352,0,120480.9,25,6,136431,40,208,124332,895,78,6129,16,0,4660680,391058,2415,0,9,5159,10657360,36,120024,0,0,237,25,22,0,74,667,3913,1952,1,6,2,21,8,1,5,0,22,1566,1128,2,12,2061,6,3078,1,10,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,172,215,0,64,253.52,0,5657244,0,3.54,9,3,16,0,1599400,0,174651.9,35,2,5052,48,32,102269.6,355,78,0,4,0,2384210,666722,0,0,0,0,10346440,20,475206,0,0,272,25,22,0,63,2055,4221,1621,1,28,0,7,4,2,5,0,33,1772,4921,2,12,726,4,3753,1,22,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,7,148,144,180,2,48,230.56,0,2784403.07,0,2.08,9,3,10,14,1108532.64,0,135633.98,10,4,32784.28,32,32,-644996,555,42,2799,-30,0,1983910.06,330715.75,125,0,9,116955.51,9886860.9,22,242174.54,0,0,347,25,22,0,178,4174,810,3846,1,55,2,0,10,1,5,0,33,1305,11362,1,12,3971,4,881,1,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
896,7,888,152,175,2,48,186.64,0,1215820.8,0,4.3,9,3,6,21,779192.77,0,46705.08,10,4,45153.73,40,40,-2123028,580,36,12382,-20,0,1353720.08,172800,491.54,0,18,78687.64,8501530.93,20,167407.2,0,0,278,25,22,0,0,922,4194,2923,0,98,1,0,10,0,5,1,33,1472,169,1,12,2004,4,2736,1,7,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
504,7,192,108,135,14,40,200,0,0,0,5.3,9,3,92,0,31280,0,2344.83,0,12,72415.22,64,40,2453.86,300,0,66384,60,0,33205,7874,505,0,18,56007,98228,22,60414,0,0,342,25,22,0,5,1125,1298,3490,1,60,3,11,10,1,5,0,44,902,7429,2,9,672,4,2439,1,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,0,0,240,300,8,88,88.16,0,52356,0,4.22,9,3,22,0,2131024,0,55060.8,10,14,42051,88,128,-722784,1025,12,0,-26,0,4578865,519938,0,0,18,571445,6769840,44,1411188,0,0,95,25,22,0,74,3193,3913,1955,1,45,2,7,10,1,5,0,33,1544,2204,1,12,1716,4,4180,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,7,3980,268,335,6,136,166.56,0,120312,0,6.01,9,3,128,490,967208,0,29320.23,10,14,28476,64,64,-116072,575,30,132444,4,0,1907605,332784,1965,0,9,308728,3056484,56,433020,0,0,261,0,22,0,195,1802,3380,1522,1,44,2,19,9,1,5,0,27,807,2860,2,12,2089,6,665,1,18,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1407,7,248,128,160,2,24,240.16,0,5332680,0,3.71,9,3,172,0,840248,0,104223.6,25,4,131730,24,24,-94164.4,515,78,1116,4,0,2224715,517386,310,0,18,604800,8488600,12,893868,0,0,43,17,22,0,222,2991,4370,951,1,92,2,4,4,1,5,0,42,608,620,2,9,350,0,2751,1,4,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,88,110,0,40,308.16,5,3937908,0,1.25,9,3,12,0,1382400,12,166917.9,10,0,3998.23,16,16,-431056,110,54,0,4,64,994330,90534,0,0,0,0,4896280,8,0,0,21,18,25,22,0,60,594,3480,1415,1,44,2,7,10,1,5,0,33,1305,2277,1,12,1834,4,21,1,18,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,0,0,208,0,2,0,0,0,0,0,2.88,9,3,12,0,0,0,123411.37,0,0,59515.16,40,0,-20877.6,790,0,0,4,0,0,0,0,0,18,33573,0,0,0,0,0,336,25,22,0,3,2344,1667,1397,3,95,2,0,10,2,5,0,33,1544,1275,2,12,3519,4,4113,1,2,2,8,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
385,0,0,140,175,4,24,253.52,0,5100342,0,3.73,9,3,24,0,1382400,0,217846.5,40,2,58344,48,16,286450.4,525,66,0,4,0,3622300,382322,0,0,9,991648,10226080,20,331584,0,0,32,25,22,0,3,194,2490,4771,2,75,3,21,10,1,5,0,33,1305,8839,1,12,2870,4,4239,1,5,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,7,748,124,155,0,0,220.08,0,3908268,0,4.22,9,6,52,665,3456000,0,216763.5,10,2,11283.04,24,40,110532.8,490,48,25191,-30,0,6480000,0,1950,0,0,0,10310920,30,153324,0,0,361,25,22,0,79,1405,3631,5347,1,29,2,7,10,1,5,0,33,1548,5339,2,16,954,4,3047,4,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,7,1959.64,152,190,2,64,220.08,0,322748.58,0,5.1,18,3,6,91,691200,0,44382.33,5,6,45286.14,40,48,32650.8,640,24,36081.35,-18,0,962590.84,215946.78,1285,0,18,48098.95,3973410.31,24,164475.49,0,0,312,25,22,0,3,3675,3380,5242,2,9,2,0,10,1,5,0,33,751,6218,2,12,442,4,1997,1,0,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
511,0,56,0,0,2,0,253.52,0,0,0,2.63,9,6,44,0,0,0,202536.3,0,0,178055.34,48,0,-1524384,0,0,24615,-4,0,0,0,0,0,9,182040.67,0,0,0,0,0,257,25,22,0,97,1103,1782,5515,1,65,2,21,10,1,5,0,33,1544,13747,2,0,4287,4,73,0,7,2,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
952,14,696,204,255,2,144,133.12,0,0,0,2.82,18,6,106,504,82328,0,5580.21,0,38,53559,24,56,-107635.6,580,0,18900,20,0,60000,67100,105,0,9,46018,355976,14,198918,0,0,150,25,22,0,41,3148,1313,1680,1,87,2,11,4,1,5,0,5,1321,7211,2,12,2836,6,1730,1,18,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,0,0,156,195,0,40,353.84,0,4601112,0,5.86,9,6,52,0,908592,0,201369.9,30,6,92788.73,32,48,56456.4,535,60,8307,28,0,3214170,618608,0,0,9,0,9990480,18,1139070,0,0,180,25,22,0,114,2575,2393,2547,1,98,2,9,10,1,5,0,33,425,2590,1,12,1444,4,817,2,7,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4221,7,13008,448,560,4,160,183.2,0,11070,0,3.19,9,3,226,322,669992,0,8116.95,0,18,15918,112,224,-168532.4,1545,18,49509,28,0,408010,272070,1510,0,27,9681,1245364,104,48660,0,0,93,28,22,0,219,2991,3019,5068,1,20,2,20,4,1,5,0,55,1906,9436,2,12,350,0,2751,1,13,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,7,664,128,160,0,0,242.24,0,9986880,0,1.71,27,3,60,56,0,9,47694.3,45,0,10386,32,0,109521.2,305,120,2619,-30,32,1179750,0,355,0,18,0,10712120,6,0,0,7,321,25,22,0,178,3889,366,950,1,1,1,18,10,1,5,0,33,1443,2445,1,12,2623,4,572,1,8,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,7,360,248,310,8,168,200,0,23316,0,2.11,9,3,78,0,1048256,0,21352.32,10,22,132429,80,64,-1564640,1225,18,6138,54,0,616060,429560,15,0,9,238847,2028836,34,169614,0,0,13,25,22,0,74,72,3949,1234,1,23,2,18,10,1,5,0,33,895,8220,1,12,2363,4,1335,1,7,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,7,1868,120,150,2,104,256.4,0,0,0,0.75,9,3,100,0,46840,12,6656.4,0,16,21738.97,40,16,-1144816,450,0,3015,4,40,99115,65530,150,0,9,40117,344912,14,166710,0,7,287,34,22,0,178,1894,3906,3720,1,42,2,10,5,1,5,0,42,608,6547,2,12,1489,0,3180,1,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,7,60,132,165,0,32,186.64,0,4408722,0,3.56,9,3,38,7,3204592,0,185360.4,20,0,28938,32,40,184598.4,550,54,2448,14,0,3944145,586800,1520,0,9,0,10252760,22,0,0,0,229,25,22,0,74,3899,3706,5508,1,59,2,21,10,1,5,0,33,1548,7466,1,12,801,4,2128,1,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,0,0,144,180,2,24,186.64,0,3246684,0,1.84,18,3,22,0,3339648,0,230495.4,15,0,35488.59,32,48,119027.2,510,42,0,4,0,6558900,291736,0,0,9,604800,10672880,34,0,0,0,69,33,22,0,56,667,1093,3788,1,18,2,21,8,1,5,0,22,1368,10019,2,12,2061,6,3078,4,17,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,0,0,132,165,4,24,286.96,0,4014990,0,1.63,9,3,26,0,0,0,224027.1,15,8,14856,24,0,63756.4,500,60,0,4,0,5153300,400290,0,0,9,1108828,9666920,26,1900848,0,0,114,25,22,0,74,3390,3335,3735,1,84,2,21,10,1,5,0,33,1317,3363,1,12,3050,4,3437,1,12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,0,0,136,170,14,8,186.64,0,0,0,4.31,9,3,26,0,50968,6,3139.26,0,14,8973.71,88,88,-718108,465,0,0,4,32,97940,2282,0,0,18,39704,150632,30,63348,0,14,279,25,22,0,130,4260,1551,225,1,31,1,3,10,1,5,0,44,788,13846,2,12,1748,4,3388,1,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,7,208,148,185,4,40,290.48,0,2645784,0,4.56,9,3,72,1379,1247576,0,80808.59,15,6,18072,40,48,-123446,615,60,6363,4,0,1944080,289990,485,0,18,33572,5184800,20,116328,0,0,189,50,22,0,131,1455,5007,5055,1,63,2,11,7,1,5,0,28,959,8358,2,12,3652,0,1476,1,15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2704.91,0,0,416,0,4,0,0,0,0,0,2.62,9,3,12,0,0,0,203646.79,0,0,58571.83,56,0,22094,1845,0,0,4,8,0,0,0,0,27,102402.35,0,0,0,0,7,104,25,22,0,38,918,3928,984,1,30,1,0,5,1,5,0,18,458,11376,2,0,1611,3,3774,0,6,0,8,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
889,7,2696,136,170,0,32,136.48,15,4918878,0,3.44,45,3,56,28,2851344,0,192459.9,20,0,50976,32,40,-123129.2,525,66,828,-24,32,3105440,491184,1070,6,0,0,9554040,20,0,0,0,164,25,22,0,71,1492,1574,5678,1,53,1,7,10,1,5,1,33,1443,8392,1,12,2483,4,3298,1,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
